dataset,split,image_path,species,health_labels,health_class,bbox
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato-late-blight-sporulation-on-a-tomato-leaflet-picture-id81781370?s=612x612.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-lesions-on-greenhouse-grown-ATA11J.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Late-blight-foliar-leasion-on-tomato.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/2017-08-27%2B-%2BLate%2BBlight%2Bon%2BGypsy%2B1.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato-late-blight-leaf-61-3x32.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/5816170621_e1cce08736_z.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/lb_leaf_lesions4x1200.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato_late-blight_01_zoom.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/gardening-moisture-lateblight-tomato-leaf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/TomatoLateBlight-3-Underside-2ebj05b-300x225.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/dsc_8140cs.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/p1020076cs.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/TOMATO%20LATE%20BLIGHT%20ON%20LEAF.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Tomato_Blight_Leaves.JPG.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/20150619d.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_tomato_leaf_.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-mycelium-and-lesions-on-a15yr2.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/dsc_4624s.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/lbleaf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late-blight-fungicides.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/7262-drought.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato_late-blight_04_zoom.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_drought_leaves1x1200.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato_late-blight_05_zoom.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/lateblight2.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Late%20blight%20tomato1.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late-blight-tom-leaf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_2013_longisland2x1200.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_tomato_leavesx500.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/stock-photo-tomato-plants-infected-by-the-late-blight-plant-pathogen-phytophthora-infestans-macro-539209615.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/August-17-2012-Supplemental-6.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_tomato_leaf_sporex1200.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Tomato-Late-BlightBM.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato_D33a-Late-blight-015-OMAFHRT_zoom.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/LateBlightLeaf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight1.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato_late-blight_03_zoom.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Late-blight-on-a-tomato-leaf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Pest2369.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/photo-2.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late-blight-phytophthora-infestans-damage-to-tomato-leaves-and-fruit-cmnxnf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_tomato_unusual-symptomsx1200.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/FS547-6-big.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_tomato_leaf5x12001-650x305.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Late-blight-symptoms-on-tomato-leaves-1r3uhy2.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Tomato%20late%20blight%20lesion%20closeup%2013F.JPG.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/ToamtoLateBlight3-Version-3-oohvze.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/symptoms_of_late_blight.jpg2__0.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/118A_Tom_Late.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-on-tomato-leaves-a15ym0.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/symptoms_of_late_blight_0.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/TomatoLateBlightTop.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Late-Blight-A.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/IMG_5360.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/LB-2-225x300.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/IMG_4182.JPG.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late-blight-tomato.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late_blight_tomato_leaf1x1200.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/Tomato-late-blight-leaf-Margaret-McGrath-Cornell-Bugwood.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/late-blight-tomato-leaf.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/lb2.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-X5YDDP.jpg,tomato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/LateBlight02.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/fig1a_500.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Potato-Late-Blight-3-06202014.jpeg.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/IMG_5390.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/LateBlight03.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/CzFxqKtWEAA4U3g.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/cropped-symptom_potato_late_blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-leaf-figure1.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/LB_potato_leaf_topside.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/phytophthora-infestans-potato-blight-first-foliar-symptoms-on-solanum-EJKRCK.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/gcp_A-2_Late_Blight_of_potatoes_callout1.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/White-mould-potato-blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/2976_1600.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/22-late%20blight-advanced%20symptoms%20potato.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/B2650062-Potato_late_blight-SPL.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late-blight-infected-potato-plants_2.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/early_blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/IMG_5813-1024x768.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/39-late-blight-mold.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato_ocw_botrytis-lateblight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/LateBlight13.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-late-blight-symptom-on-leaves-PGB5H9.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potatolb_upper_leafcux1200.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lb7_l.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/blight-on-potato-leaves.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late+blight+on+potato.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/fi000293.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late+Blight+of+Potato+and+Tomato.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late_blight_on_potato_leaf_3-58bcf5055f9b58af5c27bf74.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/14321627273_58d893c3e2_b.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/3720946948_339251cc94_z.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-late-blight-symptom-on-leaves-PGB5NJ.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Potato-late-blight-caused-by-Phytophthora-infestans_Q320.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-on-potato-leaf-550.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lateblightlesions_1.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-solanum-tuberosum-late-blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-leaves.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/4442_1600.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Potato-late-blight-008.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/dsc_8151s.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late-Blight-56a34bc55f9b58b7d0d15210.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/b3a52d4eda0deedc34260c4dee847a5b.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lb4_l.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lateblight8.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/6a00d8341c4fe353ef011571354632970c-800wi.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato_late-blight_07_zoom.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-midwest_twitter.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late-blight-on-leaf-email.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/4-late-blight-cmyk-opt.jpeg.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/460_1600.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-leaf.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Lateblight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Jessore-potato-late-blight-8-2h2fdkl.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-blight-phytophora-infestans-close-up-of-infected-leaf-top-surface-A60HXG.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late-Blight-336x437.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potatolb_symptoms_meg-cornell_300x225.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late-blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/wur-late-blight-in-potato-809.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato_late-blight_02_zoom.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/d4fc0f56-da2e-4d7e-9a22-2430b562eeee.jpeg.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late_blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/phytophthora-infestans-late-blight-or-potato-blight-on-the-haulm-of-E29H6G.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato_late-blight_08_zoom.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lateblight1.JPG.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/backus-056-potato-blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Blog-3.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/PotatoLateBlight2.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-potato.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato_ocw_lateblight-earlyblight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lateblightleaf.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/foliar_late_blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-late-blight-phytophthora-infestans-lesions-on-potato-foliage-X4XJF4.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato_late-blight_05_zoom.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-late-blight-phytophthora-infestans-necrotic-disease-lesions-B7DEW3.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potatolb_branchx500.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late-blight-leaves_261x240.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Late_blight_on_potato_leaf.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/IMG_5358.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Potato-late-blight-in-field-trial-1.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/24847793510_7859b46a3d.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-late-blight-phytophthora-infestans-lesions-on-potato-foliage-a1w19k.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/Symptom_potato_late_blight.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/24064_1.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/lateblight2.JPG.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/potato-late-blight-phytophthora-infestans-necrotic-disease-lesions-B7G2EC.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/286_1600.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/3782849713_398f3a1086_b.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late_blight_potato_leaf_500.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/figure-7-gudmestad-opt.jpeg.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/LateBlightFig3new.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/2619_600.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/phytophthora-infestans-late-blight-or-potato-blight-on-the-haulm-of-EHW1RD.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/late-blight-lesions-potato-leaf-miller-research-809.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/B2750121-Potato_late_blight-SPL.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/6-13lateblightleavesMARY.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Potato leaf late blight/IMG_0019.jpg,potato,late blight,unhealthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/5834652565_6b00a70309_z.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/soy-964327_960_720.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/stock-photo-green-soy-pods-with-leaves-isolated-on-white-backgraund-310996559.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/DM-on-soy.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/soybean-21357451.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/Soybean%20oil%20leaf2.JPG.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/double-crop-soybean-leaves-Aug-19-2013_thumb.jpg,soyabean,,healthy,
PlantDoc,train,datasets/PlantDoc/train/Soyabean leaf/soybean-leaves-Aug-19-2013_thumb.jpg,soyabean,,healthy,
