dataset,split,image_path,species,health_labels,health_class,bbox
HousePlant,train,datasets/HousePlants/train/images/Unhealthy_Aloe-Vera23_png.rf.348b27a3f61295befd6579004a64555d.jpg,Aloe-Vera-Aloe-barbadensis-,"dehydration, sunburn",unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.6567974549310711, 0.5141302083333333, 0.4107104984093319, 0.18312500000000007), ('Unhealthy-Dehydration', 0.6708271474019089, 0.47868750000000004, 0.2503605514316012, 0.11027083333333335), ('Aloe-Vera-Aloe-barbadensis-', 0.37416755037115584, 0.19907812500000002, 0.17822905620360557, 0.3957916666666667), ('Aloe-Vera-Aloe-barbadensis-', 0.739745493107105, 0.17141145833333335, 0.5204984093319194, 0.3428229166666667), ('Unhealthy-Sunburn', 0.9271792152704136, 0.048020833333333325, 0.14564156945917275, 0.09603645833333332), ('Aloe-Vera-Aloe-barbadensis-', 0.4132661717921527, 0.8410052083333334, 0.1765641569459173, 0.3130885416666667), ('Unhealthy-Sunburn', 0.3591304347826087, 0.6445833333333333, 0.25640509013785784, 0.08368749999999991)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_20241004_103452_jpg.rf.73a934439656d81c67aaec0391d4c3e5.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5240885416666666, 0.549072265625, 0.9147135416666666, 0.5732421875), ('Spider-Plant-Chloropythum-Comosum-', 0.6285807291666666, 0.603271484375, 0.162109375, 0.26513671875), ('Spider-Plant-Chloropythum-Comosum-', 0.3177083333333333, 0.618896484375, 0.13997395833333334, 0.19287109375), ('Spider-Plant-Chloropythum-Comosum-', 0.4736328125, 0.459716796875, 0.08723958333333333, 0.10498046875), ('Spider-Plant-Chloropythum-Comosum-', 0.4866536458333333, 0.6240234375, 0.171875, 0.2333984375)]"
HousePlant,train,datasets/HousePlants/train/images/20230816_193711_jpg.rf.337aea5a08e3d26873f9fe678a049db1.jpg,Aloe-Vera-Aloe-barbadensis-,rust,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.525390625, 0.642578125, 0.30908203125, 0.22721354166666666), ('Aloe-Vera-Aloe-barbadensis-', 0.43408203125, 0.7584635416666666, 0.14208984375, 0.375), ('Unhealthy-Rust', 0.3515625, 0.4485677083333333, 0.029296875, 0.055989583333333336), ('Aloe-Vera-Aloe-barbadensis-', 0.33447265625, 0.3235677083333333, 0.060546875, 0.439453125), ('Aloe-Vera-Aloe-barbadensis-', 0.24755859375, 0.59375, 0.109375, 0.14973958333333334), ('Aloe-Vera-Aloe-barbadensis-', 0.240234375, 0.6822916666666666, 0.12939453125, 0.09765625)]"
HousePlant,train,datasets/HousePlants/train/images/432105383_711831971127026_7747732283269731956_n_jpg.rf.f9805613e9e325344bcea9bfad622a68.jpg,Rubber-Fig-Ficus-Elastica-,,healthy,"[('Rubber-Fig-Ficus-Elastica-', 0.31490196078431365, 0.2854350490196078, 0.4489460784313725, 0.2963357843137255), ('Rubber-Fig-Ficus-Elastica-', 0.41449346405228754, 0.6136642156862745, 0.2346977124183006, 0.14534313725490192), ('Rubber-Fig-Ficus-Elastica-', 0.6723366013071896, 0.5256495098039216, 0.42526143790849674, 0.12111519607843142), ('Rubber-Fig-Ficus-Elastica-', 0.7347794117647058, 0.2765502450980392, 0.3305147058823529, 0.3237867647058823), ('Rubber-Fig-Ficus-Elastica-', 0.5350735294117647, 0.2749387254901961, 0.08612745098039222, 0.25919117647058826)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_205_jpg.rf.b52959662df8080e694fc268effe5042.jpg,Spider-Plant-Chloropythum-Comosum-,leaf curl,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.7528571428571429, 0.54765625, 0.4942857142857142, 0.7786875000000001), ('Spider-Plant-Chloropythum-Comosum-', 0.26323185011709604, 0.3843125, 0.5264637002341921, 0.768625), ('Unhealthy-Leaf-Curl', 0.19367681498829042, 0.19424999999999998, 0.37426229508196723, 0.32515625000000004), ('Unhealthy-Leaf-Curl', 0.2615925058548009, 0.526625, 0.5131850117096018, 0.6440624999999999), ('Unhealthy-Leaf-Curl', 0.7714754098360657, 0.371375, 0.4400468384074941, 0.38771875), ('Unhealthy-Leaf-Curl', 0.5232552693208431, 0.33218749999999997, 0.2621077283372365, 0.5427500000000001), ('Unhealthy-Leaf-Curl', 0.7616393442622952, 0.70475, 0.4297423887587822, 0.4711875000000001)]"
HousePlant,train,datasets/HousePlants/train/images/3423_jpg.rf.7902671709155de6ec76fdb219372232.jpg,Aloe-Vera-Aloe-barbadensis-,rust,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.4351000540832883, 0.3639423076923077, 0.41481882098431583, 0.7278846153846154), ('Unhealthy-Rust', 0.2893455922120065, 0.22884615384615384, 0.12060573282855598, 0.2230769230769231), ('Aloe-Vera-Aloe-barbadensis-', 0.5221741481882098, 0.29951923076923076, 0.23418063818280152, 0.5990384615384615), ('Unhealthy-Rust', 0.4994591671173607, 0.3216346153846154, 0.047593293672255274, 0.10384615384615385), ('Aloe-Vera-Aloe-barbadensis-', 0.4199567333693889, 0.4701923076923077, 0.23039480800432666, 0.4028846153846154)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_100_jpg.rf.7ad73a2e99b4f14efeb94257778b2190.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5, 0.48431398416886545, 1.0, 0.8413984168865435), ('Spider-Plant-Chloropythum-Comosum-', 0.2931662269129288, 0.3877176781002638, 0.5824274406332454, 0.5408970976253298), ('Spider-Plant-Chloropythum-Comosum-', 0.7115743183817062, 0.3730606860158311, 0.5768513632365876, 0.5496965699208444), ('Spider-Plant-Chloropythum-Comosum-', 0.8087071240105541, 0.44019788918205804, 0.38258575197889183, 0.13192612137203166), ('Spider-Plant-Chloropythum-Comosum-', 0.45095866314863675, 0.5281398416886544, 0.2387774846086192, 0.2814379947229552), ('Spider-Plant-Chloropythum-Comosum-', 0.3139226033421284, 0.4577836411609499, 0.1525417766051011, 0.38258575197889183)]"
HousePlant,train,datasets/HousePlants/train/images/10_jpg.rf.98afb12b1ebf2277d3011609b1bb3e67.jpg,Spear-Plant-Dracaena-angolensis-,,healthy,"[('Spear-Plant-Dracaena-angolensis-', 0.5, 0.35075, 1.0, 0.7015)]"
HousePlant,train,datasets/HousePlants/train/images/4_jpg.rf.5a82f2f73fc03245c9b12630f238002e.jpg,Spear-Plant-Dracaena-angolensis-,,healthy,"[('Spear-Plant-Dracaena-angolensis-', 0.19242424242424241, 0.5113636363636364, 0.38484848484848483, 0.8636363636363636), ('Spear-Plant-Dracaena-angolensis-', 0.3893939393939394, 0.6818181818181818, 0.3303030303030303, 0.6090909090909091), ('Spear-Plant-Dracaena-angolensis-', 0.6909090909090909, 0.22045454545454546, 0.23030303030303031, 0.4409090909090909), ('Spear-Plant-Dracaena-angolensis-', 0.5333333333333333, 0.35, 0.1303030303030303, 0.34545454545454546), ('Spear-Plant-Dracaena-angolensis-', 0.6393939393939394, 0.5068181818181818, 0.12424242424242424, 0.21363636363636362), ('Spear-Plant-Dracaena-angolensis-', 0.8924242424242425, 0.575, 0.21515151515151515, 0.5227272727272727)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_20241002_132856_jpg.rf.a9e1daddcfdac49998dca26f2abf35f9.jpg,Alocasia-Green-Velvet-Micholitziana-Frydek-,,healthy,"[('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.5674448767833982, 0.4990234375, 0.8651102464332037, 0.82666015625), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.3326848249027237, 0.73388671875, 0.3417639429312581, 0.3427734375), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.6718547341115434, 0.64453125, 0.3035019455252918, 0.33251953125), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.5330739299610895, 0.24462890625, 0.251621271076524, 0.31005859375), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.5051880674448768, 0.49365234375, 0.2230869001297017, 0.1767578125), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.8722438391699092, 0.24462890625, 0.23605706874189364, 0.2255859375)]"
HousePlant,train,datasets/HousePlants/train/images/20230816_193744_jpg.rf.5452b0ce4dc150e49661600383ffb5dd.jpg,Aloe-Vera-Aloe-barbadensis-,rust,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.303466796875, 0.5953776041666666, 0.60107421875, 0.8092447916666666), ('Unhealthy-Rust', 0.40234375, 0.8177083333333334, 0.10595703125, 0.11197916666666667), ('Aloe-Vera-Aloe-barbadensis-', 0.11962890625, 0.755859375, 0.23876953125, 0.091796875), ('Aloe-Vera-Aloe-barbadensis-', 0.119140625, 0.6783854166666666, 0.23779296875, 0.068359375), ('Unhealthy-Rust', 0.19189453125, 0.591796875, 0.015625, 0.06901041666666667), ('Aloe-Vera-Aloe-barbadensis-', 0.24755859375, 0.6002604166666666, 0.04931640625, 0.2591145833333333), ('Aloe-Vera-Aloe-barbadensis-', 0.35595703125, 0.7005208333333334, 0.1025390625, 0.051432291666666664), ('Aloe-Vera-Aloe-barbadensis-', 0.3671875, 0.45703125, 0.14794921875, 0.4837239583333333)]"
HousePlant,train,datasets/HousePlants/train/images/15_jpg.rf.0a90d0ac2e82c91abaeef1b8ae444c24.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.6376353790613718, 0.7440758293838863, 0.7247292418772563, 0.5118483412322274), ('Spider-Plant-Chloropythum-Comosum-', 0.6944945848375451, 0.25457007447528773, 0.5965703971119134, 0.5091401489505755), ('Spider-Plant-Chloropythum-Comosum-', 0.3073104693140794, 0.2031144211238998, 0.6146209386281588, 0.4062288422477996)]"
HousePlant,train,datasets/HousePlants/train/images/34_jpg.rf.a70f67d9dc8c0be6afff52589c394478.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.43005415162454874, 0.5341909275558565, 0.8335108303249097, 0.7704807041299933)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_175_jpg.rf.d78fc47b0fb3128dc7a42b58e8a0fe35.jpg,Spider-Plant-Chloropythum-Comosum-,leaf curl,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5, 0.5, 1.0, 1.0), ('Unhealthy-Leaf-Curl', 0.29710256410256414, 0.6100128205128205, 0.5720000000000001, 0.7277051282051282), ('Unhealthy-Leaf-Curl', 0.7051282051282052, 0.5679487179487179, 0.5897435897435898, 0.8282051282051283), ('Unhealthy-Leaf-Curl', 0.5043461538461538, 0.2417692307692308, 0.9608205128205128, 0.46558974358974364)]"
HousePlant,train,datasets/HousePlants/train/images/20230816_193744_jpg.rf.4ba05c986a36a27a10879858fdf853f3.jpg,Aloe-Vera-Aloe-barbadensis-,rust,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.307861328125, 0.578125, 0.61572265625, 0.84375), ('Unhealthy-Rust', 0.389892578125, 0.810546875, 0.1103515625, 0.119140625), ('Aloe-Vera-Aloe-barbadensis-', 0.115478515625, 0.728515625, 0.23095703125, 0.10807291666666667), ('Aloe-Vera-Aloe-barbadensis-', 0.1162109375, 0.6516927083333334, 0.232421875, 0.08463541666666667), ('Unhealthy-Rust', 0.188720703125, 0.5703125, 0.0185546875, 0.0703125), ('Aloe-Vera-Aloe-barbadensis-', 0.243896484375, 0.5823567708333334, 0.0595703125, 0.2623697916666667), ('Aloe-Vera-Aloe-barbadensis-', 0.348388671875, 0.6901041666666666, 0.1044921875, 0.05859375), ('Aloe-Vera-Aloe-barbadensis-', 0.369140625, 0.4479166666666667, 0.16650390625, 0.4934895833333333)]"
HousePlant,train,datasets/HousePlants/train/images/0150-powderymildew_lfh_sm_jpg.rf.84cb05adb9675d6aa29b678958df3baf.jpg,,powdery mildew,unhealthy,"[('Unhealthy-Powdery-Mildew', 0.525, 0.5055555555555555, 0.95, 0.9888888888888889)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_20240915_173444_jpg.rf.cbb0c798f6a624aece5281f73d15d586.jpg,Snake-Plant-Dracaena-trifasciata-,,healthy,"[('Snake-Plant-Dracaena-trifasciata-', 0.095703125, 0.33447265625, 0.19075520833333334, 0.66845703125), ('Snake-Plant-Dracaena-trifasciata-', 0.556640625, 0.888671875, 0.88671875, 0.22265625)]"
HousePlant,train,datasets/HousePlants/train/images/BacterialSpot_30_png.rf.cd0aa36875df018cac193643f84efccf.jpg,,bacterial spot,unhealthy,[]
HousePlant,train,datasets/HousePlants/train/images/10011_jpg.rf.8a4fcc05bde0c3b66972621b1f3742ae.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.8, 0.5270833333333333, 0.4, 0.47638888888888886), ('Pothos-Epipremnum-aureum-', 0.53125, 0.8027777777777778, 0.2359375, 0.39444444444444443), ('Pothos-Epipremnum-aureum-', 0.724609375, 0.8069444444444445, 0.26796875, 0.3861111111111111)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_20241002_132859_jpg.rf.c089a65ec8836836304a9539611fb4ee.jpg,Alocasia-Green-Velvet-Micholitziana-Frydek-,,healthy,"[('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.7675097276264592, 0.22802734375, 0.35732814526588846, 0.34033203125), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.8482490272373541, 0.6083984375, 0.3035019455252918, 0.361328125), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.3959143968871595, 0.687255859375, 0.4079118028534371, 0.38134765625)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_164_jpg.rf.65a5ba2506aceed6f46640d2638fdbdc.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5, 0.509765625, 1.0, 0.7981770833333334), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.6284722222222222, 0.3844401041666667, 0.5902777777777778, 0.4401041666666667)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_75_jpg.rf.dfa47790ce08be99fa795f317bcdc235.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5, 0.5, 1.0, 1.0)]"
HousePlant,train,datasets/HousePlants/train/images/-no-1-40-_jpg.rf.2f4ab1ab994e295b90729282c70b541f.jpg,Pothos-Epipremnum-aureum-,sunburn,unhealthy,"[('Pothos-Epipremnum-aureum-', 0.49095999999999995, 0.43607999999999997, 0.30993999999999994, 0.28080000000000005), ('Pothos-Epipremnum-aureum-', 0.39452, 0.26762, 0.24403999999999995, 0.23684000000000002), ('Pothos-Epipremnum-aureum-', 0.76138, 0.33536, 0.331, 0.21120000000000003), ('Pothos-Epipremnum-aureum-', 0.57338, 0.57588, 0.19912000000000007, 0.22098), ('Pothos-Epipremnum-aureum-', 0.63564, 0.68392, 0.16007999999999992, 0.1929000000000001), ('Pothos-Epipremnum-aureum-', 0.76852, 0.79816, 0.20377999999999996, 0.29248), ('Pothos-Epipremnum-aureum-', 0.8515199999999999, 0.6961799999999999, 0.20976, 0.21246000000000004), ('Pothos-Epipremnum-aureum-', 0.15447999999999998, 0.7330800000000001, 0.20416000000000004, 0.3373599999999999), ('Pothos-Epipremnum-aureum-', 0.65752, 0.17127999999999996, 0.28226, 0.16973999999999997), ('Pothos-Epipremnum-aureum-', 0.54352, 0.8562000000000001, 0.21822000000000003, 0.2875999999999999), ('Unhealthy-Sunburn', 0.32846, 0.6469400000000001, 0.04553999999999996, 0.07159999999999991), ('Unhealthy-Sunburn', 0.4932, 0.68796, 0.04430000000000001, 0.06779999999999996), ('Unhealthy-Sunburn', 0.31395999999999996, 0.41478, 0.067, 0.03136000000000001), ('Unhealthy-Sunburn', 0.69074, 0.28862, 0.022559999999999945, 0.05436000000000001), ('Unhealthy-Sunburn', 0.5216000000000001, 0.38892000000000004, 0.03270000000000005, 0.030460000000000036), ('Unhealthy-Sunburn', 0.48246, 0.33844, 0.053139999999999986, 0.08062000000000001)]"
HousePlant,train,datasets/HousePlants/train/images/Mineral-Deficiency-11_jpg.rf.f868a90b9db7b81caea68defc84f167d.jpg,,mineral deficiency,unhealthy,"[('Unhealthy-Mineral-Deficiency', 0.4180602006688963, 0.5384615384615384, 0.39464882943143814, 0.7455621301775148)]"
HousePlant,train,datasets/HousePlants/train/images/Snake-Plants_png.rf.8e46f88e781fba36073f88329ba00871.jpg,Snake-Plant-Dracaena-trifasciata-,,healthy,"[('Snake-Plant-Dracaena-trifasciata-', 0.519090909090909, 0.43333333333333335, 0.9618181818181818, 0.8084848484848485)]"
HousePlant,train,datasets/HousePlants/train/images/20240926_084555_jpg.rf.f5f424be03ec6f47f1509dd1436384fd.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.27978515625, 0.7552083333333334, 0.55859375, 0.057942708333333336), ('Spider-Plant-Chloropythum-Comosum-', 0.22509765625, 0.853515625, 0.326171875, 0.12630208333333334), ('Spider-Plant-Chloropythum-Comosum-', 0.09912109375, 0.4407552083333333, 0.17041015625, 0.3860677083333333), ('Spider-Plant-Chloropythum-Comosum-', 0.3037109375, 0.3951822916666667, 0.185546875, 0.3463541666666667)]"
HousePlant,train,datasets/HousePlants/train/images/BacterialSpot_26_jpg.rf.aa5296631f643f420e31626349b30fb4.jpg,,bacterial spot,unhealthy,[]
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_71_jpg.rf.84950ea415e66c27480d12e3037e7c2d.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5061538461538462, 0.43391608391608394, 0.9276923076923077, 0.8678321678321679), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.5096153846153846, 0.4493006993006993, 0.7846153846153846, 0.720979020979021), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.2673076923076923, 0.34265734265734266, 0.4623076923076923, 0.5202797202797202)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_20241004_110827_jpg.rf.c705033ed276274e2345aa13478be07f.jpg,Aloe-Vera-Aloe-barbadensis-,,healthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.5179036458333334, 0.488525390625, 0.2526041666666667, 0.54833984375), ('Aloe-Vera-Aloe-barbadensis-', 0.2659505208333333, 0.737060546875, 0.5319010416666666, 0.14599609375), ('Aloe-Vera-Aloe-barbadensis-', 0.2750651041666667, 0.371337890625, 0.3548177083333333, 0.607421875), ('Aloe-Vera-Aloe-barbadensis-', 0.6158854166666666, 0.488037109375, 0.20182291666666666, 0.28271484375)]"
HousePlant,train,datasets/HousePlants/train/images/BacterialSpot_12_png.rf.675744f74b8b3796a660d5dbf976b0ff.jpg,,bacterial spot,unhealthy,[]
HousePlant,train,datasets/HousePlants/train/images/3_jpg.rf.f0bcbde660698ae43cfcabf98cd43fa6.jpg,Spear-Plant-Dracaena-angolensis-,,healthy,"[('Spear-Plant-Dracaena-angolensis-', 0.19833333333333333, 0.48333333333333334, 0.2644444444444444, 0.835), ('Spear-Plant-Dracaena-angolensis-', 0.8105555555555556, 0.4325, 0.2411111111111111, 0.865), ('Spear-Plant-Dracaena-angolensis-', 0.6516666666666666, 0.43083333333333335, 0.23666666666666666, 0.8616666666666667), ('Spear-Plant-Dracaena-angolensis-', 0.4911111111111111, 0.4275, 0.25333333333333335, 0.855), ('Spear-Plant-Dracaena-angolensis-', 0.3461111111111111, 0.4633333333333333, 0.29777777777777775, 0.895)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2354_jpeg.rf.a2adde81929fde67a4abcf4b67c89dab.jpg,Swiss Cheese Plant -Monstera Deliciosa-,dehydration,unhealthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.583740234375, 0.6477864583333334, 0.59619140625, 0.7044270833333334), ('Unhealthy-Dehydration', 0.697998046875, 0.4645182291666667, 0.14599609375, 0.20377604166666666)]"
HousePlant,train,datasets/HousePlants/train/images/1282_jpg.rf.3977d9e35c61117d620add4eeba691ff.jpg,Aloe-Vera-Aloe-barbadensis-,,healthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.2726851851851852, 0.4009259259259259, 0.375, 0.8), ('Aloe-Vera-Aloe-barbadensis-', 0.7027777777777777, 0.4263888888888889, 0.5, 0.850925925925926)]"
HousePlant,train,datasets/HousePlants/train/images/431815551_1851034848706944_3117096800320567244_n_jpg.rf.a86da5f12fc6c263bfd5232aecb2c690.jpg,Rubber-Fig-Ficus-Elastica-,,healthy,"[('Rubber-Fig-Ficus-Elastica-', 0.3104575163398693, 0.1210171568627451, 0.5702614379084967, 0.2420343137254902), ('Rubber-Fig-Ficus-Elastica-', 0.5044852941176471, 0.5991911764705883, 0.7257516339869282, 0.6540747549019608)]"
HousePlant,train,datasets/HousePlants/train/images/1020_jpg.rf.461fefdeed484fa14cccfcb45623ed22.jpg,Aloe-Vera-Aloe-barbadensis-,,healthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.4925, 0.6690909090909091, 0.16, 0.21727272727272728), ('Aloe-Vera-Aloe-barbadensis-', 0.3885, 0.5431818181818182, 0.277, 0.1390909090909091), ('Aloe-Vera-Aloe-barbadensis-', 0.537, 0.5704545454545454, 0.128, 0.08818181818181818), ('Aloe-Vera-Aloe-barbadensis-', 0.416, 0.4259090909090909, 0.245, 0.25363636363636366), ('Aloe-Vera-Aloe-barbadensis-', 0.6725, 0.5554545454545454, 0.296, 0.18454545454545454), ('Aloe-Vera-Aloe-barbadensis-', 0.5925, 0.3886363636363636, 0.15, 0.30818181818181817), ('Aloe-Vera-Aloe-barbadensis-', 0.5355, 0.47954545454545455, 0.12, 0.17454545454545456)]"
HousePlant,train,datasets/HousePlants/train/images/10045_jpg.rf.a910ac43d8100ae0b4602927d557d3b2.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.22777777777777777, 0.359375, 0.21944444444444444, 0.3875), ('Pothos-Epipremnum-aureum-', 0.5305555555555556, 0.17083333333333334, 0.3055555555555556, 0.3416666666666667), ('Pothos-Epipremnum-aureum-', 0.7638888888888888, 0.21145833333333333, 0.2222222222222222, 0.2791666666666667), ('Pothos-Epipremnum-aureum-', 0.5944444444444444, 0.4239583333333333, 0.25972222222222224, 0.27291666666666664), ('Pothos-Epipremnum-aureum-', 0.5833333333333334, 0.7364583333333333, 0.2847222222222222, 0.40625), ('Pothos-Epipremnum-aureum-', 0.39444444444444443, 0.78125, 0.32222222222222224, 0.43125), ('Pothos-Epipremnum-aureum-', 0.42569444444444443, 0.565625, 0.21944444444444444, 0.30625), ('Pothos-Epipremnum-aureum-', 0.4111111111111111, 0.375, 0.17777777777777778, 0.25416666666666665), ('Pothos-Epipremnum-aureum-', 0.6381944444444444, 0.5572916666666666, 0.22916666666666666, 0.23958333333333334)]"
HousePlant,train,datasets/HousePlants/train/images/Unhealthy_Aloe-Vera22_png.rf.f90c40ff7f43e2cada69b0d166498aa8.jpg,Aloe-Vera-Aloe-barbadensis-,overwatering,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.3093531283138919, 0.7780104166666667, 0.6187062566277838, 0.20430729166666667), ('Aloe-Vera-Aloe-barbadensis-', 0.5966489925768823, 0.5648489583333334, 0.1771898197242842, 0.1866041666666667), ('Unhealthy-Overwatering', 0.24866383881230117, 0.7934322916666667, 0.08102863202545066, 0.04824999999999993)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2191_jpeg.rf.66bf32c464142497a06be2bbe085bd82.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.594970703125, 0.6516927083333334, 0.75244140625, 0.6966145833333334)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2338_jpeg.rf.fb1a32941bc9c51fb11c35f682548358.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.23583984375, 0.587890625, 0.4716796875, 0.4869791666666667), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.6201171875, 0.693359375, 0.259765625, 0.61328125)]"
HousePlant,train,datasets/HousePlants/train/images/20240831_173747_jpg.rf.ee6d2125928937ccd9cf5da6fae972ef.jpg,Philippine-Evergreen-Aglaonema-Commutatum-,,healthy,"[('Philippine-Evergreen-Aglaonema-Commutatum-', 0.1767578125, 0.23502604166666666, 0.2421875, 0.4700520833333333), ('Philippine-Evergreen-Aglaonema-Commutatum-', 0.400390625, 0.9186197916666666, 0.2197265625, 0.16276041666666666), ('Philippine-Evergreen-Aglaonema-Commutatum-', 0.20654296875, 0.8538411458333334, 0.162109375, 0.2923177083333333), ('Philippine-Evergreen-Aglaonema-Commutatum-', 0.4267578125, 0.619140625, 0.216796875, 0.49609375)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_133_jpg.rf.665517e0c318d19e0889ceba05c79a49.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5, 0.48642857142857143, 1.0, 0.8271428571428572)]"
HousePlant,train,datasets/HousePlants/train/images/Powdery-Mildew-Pumpkin-leaf_jpg.rf.196bd517915e5a7182bafdec8b534f6d.jpg,,powdery mildew,unhealthy,"[('Unhealthy-Powdery-Mildew', 0.5, 0.5311542390194075, 1.0, 0.9295199182839632)]"
HousePlant,train,datasets/HousePlants/train/images/7_jpg.rf.628b48c56a093a2decd545a329ecd7e6.jpg,Spear-Plant-Dracaena-angolensis-,,healthy,"[('Spear-Plant-Dracaena-angolensis-', 0.8378571428571429, 0.4085714285714286, 0.17142857142857143, 0.7428571428571429), ('Spear-Plant-Dracaena-angolensis-', 0.5035714285714286, 0.3514285714285714, 0.32857142857142857, 0.5685714285714286), ('Spear-Plant-Dracaena-angolensis-', 0.165, 0.31285714285714283, 0.2757142857142857, 0.56)]"
HousePlant,train,datasets/HousePlants/train/images/20240928_163543_jpg.rf.c25c07c2adb364f88d50bf3d84e5a8cb.jpg,Snake-Plant-Dracaena-trifasciata-,,healthy,"[('Snake-Plant-Dracaena-trifasciata-', 0.440673828125, 0.443359375, 0.15869140625, 0.4993489583333333), ('Snake-Plant-Dracaena-trifasciata-', 0.6279296875, 0.3020833333333333, 0.22802734375, 0.5696614583333334), ('Snake-Plant-Dracaena-trifasciata-', 0.302001953125, 0.0888671875, 0.13427734375, 0.177734375), ('Snake-Plant-Dracaena-trifasciata-', 0.263427734375, 0.6783854166666666, 0.2099609375, 0.544921875), ('Snake-Plant-Dracaena-trifasciata-', 0.166015625, 0.5250651041666666, 0.19873046875, 0.369140625), ('Snake-Plant-Dracaena-trifasciata-', 0.66162109375, 0.6881510416666666, 0.18408203125, 0.423828125), ('Snake-Plant-Dracaena-trifasciata-', 0.6064453125, 0.9352213541666666, 0.107421875, 0.12955729166666666)]"
HousePlant,train,datasets/HousePlants/train/images/20241002_132757_jpg.rf.0ea9b21dc1cf90c66eaa6c2e37140b77.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.75146484375, 0.2158203125, 0.2890625, 0.306640625), ('Pothos-Epipremnum-aureum-', 0.3798828125, 0.296875, 0.25439453125, 0.28125), ('Pothos-Epipremnum-aureum-', 0.486083984375, 0.5758463541666666, 0.2080078125, 0.23307291666666666)]"
